State,State_Initial,SA4 Name 2016,Population,Month,Year,Year-Month,Crash_Count,Fatality_Count,Crash_Count_per_100000_population,Fatality_Count_per_100000_population
Tasmania,Tas,Hobart,238834,11,2016,2016-11,1,1,0.418700855,0.418700855
Tasmania,Tas,Hobart,238834,11,2018,2018-11,1,1,0.418700855,0.418700855
Tasmania,Tas,Hobart,238834,11,2020,2020-11,2,2,0.83740171,0.83740171
Tasmania,Tas,Hobart,238834,12,2015,2015-12,1,1,0.418700855,0.418700855
Tasmania,Tas,Hobart,238834,12,2017,2017-12,3,3,1.256102565,1.256102565
Tasmania,Tas,Hobart,238834,12,2020,2020-12,1,1,0.418700855,0.418700855
Victoria,Vic,Hume,180610,1,2015,2015-1,3,6,1.661037595,3.32207519
Victoria,Vic,Hume,180610,1,2016,2016-1,4,4,2.214716793,2.214716793
Victoria,Vic,Hume,180610,1,2017,2017-1,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,1,2018,2018-1,3,3,1.661037595,1.661037595
Victoria,Vic,Hume,180610,1,2019,2019-1,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,1,2020,2020-1,3,3,1.661037595,1.661037595
Victoria,Vic,Hume,180610,2,2015,2015-2,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,2,2016,2016-2,3,3,1.661037595,1.661037595
Victoria,Vic,Hume,180610,2,2017,2017-2,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,2,2019,2019-2,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,2,2020,2020-2,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,3,2015,2015-3,2,3,1.107358397,1.661037595
Victoria,Vic,Hume,180610,3,2016,2016-3,3,3,1.661037595,1.661037595
Victoria,Vic,Hume,180610,3,2017,2017-3,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,3,2018,2018-3,3,3,1.661037595,1.661037595
Victoria,Vic,Hume,180610,3,2021,2021-3,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,4,2015,2015-4,1,2,0.553679198,1.107358397
Victoria,Vic,Hume,180610,4,2016,2016-4,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,4,2017,2017-4,5,5,2.768395991,2.768395991
Victoria,Vic,Hume,180610,4,2018,2018-4,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,4,2019,2019-4,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,4,2020,2020-4,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,4,2021,2021-4,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,5,2015,2015-5,6,6,3.32207519,3.32207519
Victoria,Vic,Hume,180610,5,2016,2016-5,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,5,2017,2017-5,1,2,0.553679198,1.107358397
Victoria,Vic,Hume,180610,5,2018,2018-5,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,5,2019,2019-5,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,5,2021,2021-5,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,6,2016,2016-6,4,4,2.214716793,2.214716793
Victoria,Vic,Hume,180610,6,2017,2017-6,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,6,2019,2019-6,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,6,2020,2020-6,2,3,1.107358397,1.661037595
Victoria,Vic,Hume,180610,6,2021,2021-6,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,7,2015,2015-7,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,7,2016,2016-7,3,3,1.661037595,1.661037595
Victoria,Vic,Hume,180610,7,2017,2017-7,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,7,2018,2018-7,3,3,1.661037595,1.661037595
Victoria,Vic,Hume,180610,7,2020,2020-7,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,7,2021,2021-7,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,8,2015,2015-8,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,8,2016,2016-8,2,3,1.107358397,1.661037595
Victoria,Vic,Hume,180610,8,2017,2017-8,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,8,2018,2018-8,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,8,2019,2019-8,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,8,2020,2020-8,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,9,2015,2015-9,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,9,2016,2016-9,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,9,2017,2017-9,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,9,2018,2018-9,4,4,2.214716793,2.214716793
Victoria,Vic,Hume,180610,9,2019,2019-9,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,10,2015,2015-10,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,10,2016,2016-10,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,10,2017,2017-10,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,10,2018,2018-10,2,2,1.107358397,1.107358397
Victoria,Vic,Hume,180610,10,2019,2019-10,3,3,1.661037595,1.661037595
Victoria,Vic,Hume,180610,10,2020,2020-10,3,3,1.661037595,1.661037595
Victoria,Vic,Hume,180610,11,2015,2015-11,3,3,1.661037595,1.661037595
Victoria,Vic,Hume,180610,11,2017,2017-11,5,5,2.768395991,2.768395991
Victoria,Vic,Hume,180610,11,2018,2018-11,1,2,0.553679198,1.107358397
Victoria,Vic,Hume,180610,11,2019,2019-11,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,11,2020,2020-11,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,12,2015,2015-12,1,1,0.553679198,0.553679198
Victoria,Vic,Hume,180610,12,2016,2016-12,4,6,2.214716793,3.32207519
Victoria,Vic,Hume,180610,12,2017,2017-12,2,3,1.107358397,1.661037595
New South Wales,NSW,Hunter Valley exc Newcastle,285141,1,2015,2015-1,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,1,2017,2017-1,5,6,1.753518435,2.104222122
New South Wales,NSW,Hunter Valley exc Newcastle,285141,1,2019,2019-1,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,1,2020,2020-1,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,1,2021,2021-1,3,5,1.052111061,1.753518435
New South Wales,NSW,Hunter Valley exc Newcastle,285141,2,2017,2017-2,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,2,2018,2018-2,5,5,1.753518435,1.753518435
New South Wales,NSW,Hunter Valley exc Newcastle,285141,2,2019,2019-2,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,2,2020,2020-2,3,3,1.052111061,1.052111061
New South Wales,NSW,Hunter Valley exc Newcastle,285141,2,2021,2021-2,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,3,2015,2015-3,3,3,1.052111061,1.052111061
New South Wales,NSW,Hunter Valley exc Newcastle,285141,3,2016,2016-3,4,4,1.402814748,1.402814748
New South Wales,NSW,Hunter Valley exc Newcastle,285141,3,2017,2017-3,3,3,1.052111061,1.052111061
New South Wales,NSW,Hunter Valley exc Newcastle,285141,3,2018,2018-3,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,3,2019,2019-3,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,3,2020,2020-3,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,3,2021,2021-3,3,3,1.052111061,1.052111061
New South Wales,NSW,Hunter Valley exc Newcastle,285141,4,2015,2015-4,1,2,0.350703687,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,4,2016,2016-4,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,4,2017,2017-4,3,3,1.052111061,1.052111061
New South Wales,NSW,Hunter Valley exc Newcastle,285141,4,2018,2018-4,1,2,0.350703687,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,4,2019,2019-4,1,2,0.350703687,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,4,2020,2020-4,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,5,2015,2015-5,3,5,1.052111061,1.753518435
New South Wales,NSW,Hunter Valley exc Newcastle,285141,5,2016,2016-5,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,5,2017,2017-5,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,5,2018,2018-5,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,5,2019,2019-5,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,5,2021,2021-5,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,6,2015,2015-6,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,6,2016,2016-6,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,6,2017,2017-6,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,6,2019,2019-6,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,6,2020,2020-6,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,6,2021,2021-6,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,7,2015,2015-7,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,7,2016,2016-7,6,7,2.104222122,2.454925809
New South Wales,NSW,Hunter Valley exc Newcastle,285141,7,2017,2017-7,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,7,2018,2018-7,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,7,2019,2019-7,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,7,2020,2020-7,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,7,2021,2021-7,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,8,2015,2015-8,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,8,2016,2016-8,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,8,2017,2017-8,3,3,1.052111061,1.052111061
New South Wales,NSW,Hunter Valley exc Newcastle,285141,8,2018,2018-8,4,5,1.402814748,1.753518435
New South Wales,NSW,Hunter Valley exc Newcastle,285141,8,2019,2019-8,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,8,2020,2020-8,2,3,0.701407374,1.052111061
New South Wales,NSW,Hunter Valley exc Newcastle,285141,8,2021,2021-8,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,9,2016,2016-9,3,3,1.052111061,1.052111061
New South Wales,NSW,Hunter Valley exc Newcastle,285141,9,2017,2017-9,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,9,2018,2018-9,3,4,1.052111061,1.402814748
New South Wales,NSW,Hunter Valley exc Newcastle,285141,9,2019,2019-9,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,9,2020,2020-9,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,10,2015,2015-10,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,10,2016,2016-10,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,10,2017,2017-10,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,11,2015,2015-11,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,11,2016,2016-11,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,11,2017,2017-11,3,3,1.052111061,1.052111061
New South Wales,NSW,Hunter Valley exc Newcastle,285141,11,2018,2018-11,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,11,2019,2019-11,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,11,2020,2020-11,1,1,0.350703687,0.350703687
New South Wales,NSW,Hunter Valley exc Newcastle,285141,12,2015,2015-12,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,12,2016,2016-12,4,4,1.402814748,1.402814748
New South Wales,NSW,Hunter Valley exc Newcastle,285141,12,2017,2017-12,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,12,2018,2018-12,2,2,0.701407374,0.701407374
New South Wales,NSW,Hunter Valley exc Newcastle,285141,12,2019,2019-12,3,3,1.052111061,1.052111061
New South Wales,NSW,Hunter Valley exc Newcastle,285141,12,2020,2020-12,2,2,0.701407374,0.701407374
New South Wales,NSW,Illawarra,317988,1,2015,2015-1,2,2,0.628954552,0.628954552
New South Wales,NSW,Illawarra,317988,1,2016,2016-1,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,1,2017,2017-1,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,1,2019,2019-1,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,2,2016,2016-2,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,2,2017,2017-2,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,2,2019,2019-2,2,3,0.628954552,0.943431828
New South Wales,NSW,Illawarra,317988,2,2020,2020-2,3,3,0.943431828,0.943431828
New South Wales,NSW,Illawarra,317988,3,2018,2018-3,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,3,2021,2021-3,2,2,0.628954552,0.628954552
New South Wales,NSW,Illawarra,317988,4,2018,2018-4,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,4,2020,2020-4,2,2,0.628954552,0.628954552
New South Wales,NSW,Illawarra,317988,5,2016,2016-5,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,5,2017,2017-5,2,2,0.628954552,0.628954552
New South Wales,NSW,Illawarra,317988,5,2018,2018-5,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,5,2019,2019-5,2,2,0.628954552,0.628954552
New South Wales,NSW,Illawarra,317988,5,2020,2020-5,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,6,2016,2016-6,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,6,2017,2017-6,2,4,0.628954552,1.257909103
New South Wales,NSW,Illawarra,317988,6,2019,2019-6,2,3,0.628954552,0.943431828
New South Wales,NSW,Illawarra,317988,7,2015,2015-7,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,8,2015,2015-8,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,8,2016,2016-8,2,2,0.628954552,0.628954552
New South Wales,NSW,Illawarra,317988,8,2019,2019-8,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,9,2015,2015-9,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,9,2016,2016-9,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,9,2017,2017-9,2,2,0.628954552,0.628954552
New South Wales,NSW,Illawarra,317988,9,2018,2018-9,2,2,0.628954552,0.628954552
New South Wales,NSW,Illawarra,317988,10,2015,2015-10,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,10,2016,2016-10,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,10,2020,2020-10,2,2,0.628954552,0.628954552
New South Wales,NSW,Illawarra,317988,11,2016,2016-11,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,11,2017,2017-11,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,11,2018,2018-11,2,2,0.628954552,0.628954552
New South Wales,NSW,Illawarra,317988,11,2019,2019-11,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,11,2020,2020-11,4,4,1.257909103,1.257909103
New South Wales,NSW,Illawarra,317988,12,2015,2015-12,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,12,2016,2016-12,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,12,2019,2019-12,1,1,0.314477276,0.314477276
New South Wales,NSW,Illawarra,317988,12,2020,2020-12,1,1,0.314477276,0.314477276
Queensland,Qld,Ipswich,371126,1,2018,2018-1,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,1,2019,2019-1,2,3,0.538900535,0.808350803
Queensland,Qld,Ipswich,371126,1,2020,2020-1,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,2,2018,2018-2,2,2,0.538900535,0.538900535
Queensland,Qld,Ipswich,371126,2,2020,2020-2,3,3,0.808350803,0.808350803
Queensland,Qld,Ipswich,371126,2,2021,2021-2,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,3,2019,2019-3,1,2,0.269450268,0.538900535
Queensland,Qld,Ipswich,371126,3,2020,2020-3,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,3,2021,2021-3,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,4,2018,2018-4,4,4,1.07780107,1.07780107
Queensland,Qld,Ipswich,371126,4,2019,2019-4,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,5,2018,2018-5,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,6,2020,2020-6,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,6,2021,2021-6,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,7,2018,2018-7,5,6,1.347251338,1.616701605
Queensland,Qld,Ipswich,371126,7,2019,2019-7,5,5,1.347251338,1.347251338
Queensland,Qld,Ipswich,371126,7,2020,2020-7,2,2,0.538900535,0.538900535
Queensland,Qld,Ipswich,371126,7,2021,2021-7,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,8,2019,2019-8,2,2,0.538900535,0.538900535
Queensland,Qld,Ipswich,371126,9,2018,2018-9,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,9,2019,2019-9,2,2,0.538900535,0.538900535
Queensland,Qld,Ipswich,371126,9,2020,2020-9,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,10,2018,2018-10,2,2,0.538900535,0.538900535
Queensland,Qld,Ipswich,371126,10,2020,2020-10,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,11,2018,2018-11,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,11,2019,2019-11,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,11,2020,2020-11,2,3,0.538900535,0.808350803
Queensland,Qld,Ipswich,371126,12,2018,2018-12,1,1,0.269450268,0.269450268
Queensland,Qld,Ipswich,371126,12,2019,2019-12,2,2,0.538900535,0.538900535
Queensland,Qld,Ipswich,371126,12,2020,2020-12,1,1,0.269450268,0.269450268
Victoria,Vic,Latrobe - Gippsland,291051,1,2015,2015-1,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,1,2016,2016-1,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,1,2017,2017-1,3,3,1.030747189,1.030747189
Victoria,Vic,Latrobe - Gippsland,291051,1,2018,2018-1,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,1,2019,2019-1,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,1,2020,2020-1,3,3,1.030747189,1.030747189
Victoria,Vic,Latrobe - Gippsland,291051,1,2021,2021-1,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,2,2016,2016-2,5,5,1.717911981,1.717911981
Victoria,Vic,Latrobe - Gippsland,291051,2,2017,2017-2,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,2,2019,2019-2,3,3,1.030747189,1.030747189
Victoria,Vic,Latrobe - Gippsland,291051,2,2020,2020-2,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,3,2015,2015-3,1,2,0.343582396,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,3,2016,2016-3,2,3,0.687164792,1.030747189
Victoria,Vic,Latrobe - Gippsland,291051,3,2017,2017-3,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,3,2018,2018-3,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,3,2020,2020-3,6,6,2.061494377,2.061494377
Victoria,Vic,Latrobe - Gippsland,291051,3,2021,2021-3,4,4,1.374329585,1.374329585
Victoria,Vic,Latrobe - Gippsland,291051,4,2017,2017-4,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,4,2019,2019-4,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,4,2021,2021-4,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,5,2015,2015-5,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,5,2017,2017-5,3,3,1.030747189,1.030747189
Victoria,Vic,Latrobe - Gippsland,291051,5,2018,2018-5,4,4,1.374329585,1.374329585
Victoria,Vic,Latrobe - Gippsland,291051,5,2019,2019-5,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,5,2020,2020-5,1,2,0.343582396,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,5,2021,2021-5,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,6,2015,2015-6,5,6,1.717911981,2.061494377
Victoria,Vic,Latrobe - Gippsland,291051,6,2016,2016-6,3,4,1.030747189,1.374329585
Victoria,Vic,Latrobe - Gippsland,291051,6,2017,2017-6,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,6,2020,2020-6,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,6,2021,2021-6,3,3,1.030747189,1.030747189
Victoria,Vic,Latrobe - Gippsland,291051,7,2015,2015-7,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,7,2016,2016-7,4,4,1.374329585,1.374329585
Victoria,Vic,Latrobe - Gippsland,291051,7,2017,2017-7,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,7,2019,2019-7,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,7,2020,2020-7,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,7,2021,2021-7,3,3,1.030747189,1.030747189
Victoria,Vic,Latrobe - Gippsland,291051,8,2015,2015-8,3,3,1.030747189,1.030747189
Victoria,Vic,Latrobe - Gippsland,291051,8,2016,2016-8,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,8,2017,2017-8,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,8,2018,2018-8,1,2,0.343582396,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,8,2020,2020-8,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,8,2021,2021-8,3,3,1.030747189,1.030747189
Victoria,Vic,Latrobe - Gippsland,291051,9,2016,2016-9,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,9,2017,2017-9,2,3,0.687164792,1.030747189
Victoria,Vic,Latrobe - Gippsland,291051,9,2018,2018-9,5,5,1.717911981,1.717911981
Victoria,Vic,Latrobe - Gippsland,291051,9,2019,2019-9,2,4,0.687164792,1.374329585
Victoria,Vic,Latrobe - Gippsland,291051,9,2020,2020-9,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,10,2015,2015-10,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,10,2016,2016-10,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,10,2017,2017-10,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,10,2018,2018-10,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,10,2019,2019-10,3,3,1.030747189,1.030747189
Victoria,Vic,Latrobe - Gippsland,291051,10,2020,2020-10,2,3,0.687164792,1.030747189
Victoria,Vic,Latrobe - Gippsland,291051,11,2015,2015-11,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,11,2016,2016-11,3,3,1.030747189,1.030747189
Victoria,Vic,Latrobe - Gippsland,291051,11,2017,2017-11,3,6,1.030747189,2.061494377
Victoria,Vic,Latrobe - Gippsland,291051,11,2018,2018-11,6,7,2.061494377,2.405076773
Victoria,Vic,Latrobe - Gippsland,291051,11,2019,2019-11,3,3,1.030747189,1.030747189
Victoria,Vic,Latrobe - Gippsland,291051,11,2020,2020-11,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,12,2015,2015-12,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,12,2016,2016-12,2,2,0.687164792,0.687164792
Victoria,Vic,Latrobe - Gippsland,291051,12,2017,2017-12,1,1,0.343582396,0.343582396
Victoria,Vic,Latrobe - Gippsland,291051,12,2020,2020-12,4,4,1.374329585,1.374329585
Tasmania,Tas,Launceston and North East,148023,1,2015,2015-1,3,3,2.026712065,2.026712065
Tasmania,Tas,Launceston and North East,148023,1,2016,2016-1,2,3,1.351141377,2.026712065
Tasmania,Tas,Launceston and North East,148023,1,2017,2017-1,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,1,2020,2020-1,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,1,2021,2021-1,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,2,2015,2015-2,2,3,1.351141377,2.026712065
Tasmania,Tas,Launceston and North East,148023,2,2017,2017-2,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,2,2019,2019-2,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,2,2020,2020-2,1,3,0.675570688,2.026712065
Tasmania,Tas,Launceston and North East,148023,3,2016,2016-3,3,3,2.026712065,2.026712065
Tasmania,Tas,Launceston and North East,148023,3,2017,2017-3,2,2,1.351141377,1.351141377
Tasmania,Tas,Launceston and North East,148023,3,2018,2018-3,3,3,2.026712065,2.026712065
Tasmania,Tas,Launceston and North East,148023,3,2019,2019-3,2,2,1.351141377,1.351141377
Tasmania,Tas,Launceston and North East,148023,3,2021,2021-3,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,4,2019,2019-4,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,4,2021,2021-4,2,2,1.351141377,1.351141377
Tasmania,Tas,Launceston and North East,148023,5,2016,2016-5,1,1,0.675570688,0.675570688
Tasmania,Tas,Launceston and North East,148023,5,2017,2017-5,2,2,1.351141377,1.351141377
