State,State_Initial,SA4 Name 2016,Population,Month,Year,Year-Month,Crash_Count,Fatality_Count,Crash_Count_per_100000_population,Fatality_Count_per_100000_population
New South Wales,NSW,Newcastle and Lake Macquarie,382537,3,2019,2019-3,2,2,0.522825243,0.522825243
New South Wales,NSW,Newcastle and Lake Macquarie,382537,3,2020,2020-3,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,3,2021,2021-3,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,4,2016,2016-4,3,3,0.784237865,0.784237865
New South Wales,NSW,Newcastle and Lake Macquarie,382537,4,2017,2017-4,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,4,2018,2018-4,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,4,2019,2019-4,2,2,0.522825243,0.522825243
New South Wales,NSW,Newcastle and Lake Macquarie,382537,4,2020,2020-4,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,4,2021,2021-4,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,5,2015,2015-5,1,2,0.261412622,0.522825243
New South Wales,NSW,Newcastle and Lake Macquarie,382537,5,2016,2016-5,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,5,2017,2017-5,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,5,2019,2019-5,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,6,2015,2015-6,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,6,2016,2016-6,3,3,0.784237865,0.784237865
New South Wales,NSW,Newcastle and Lake Macquarie,382537,6,2018,2018-6,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,6,2019,2019-6,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,7,2015,2015-7,3,3,0.784237865,0.784237865
New South Wales,NSW,Newcastle and Lake Macquarie,382537,7,2016,2016-7,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,7,2017,2017-7,3,3,0.784237865,0.784237865
New South Wales,NSW,Newcastle and Lake Macquarie,382537,7,2019,2019-7,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,7,2020,2020-7,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,7,2021,2021-7,2,2,0.522825243,0.522825243
New South Wales,NSW,Newcastle and Lake Macquarie,382537,8,2015,2015-8,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,8,2016,2016-8,3,3,0.784237865,0.784237865
New South Wales,NSW,Newcastle and Lake Macquarie,382537,8,2017,2017-8,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,8,2018,2018-8,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,8,2019,2019-8,4,4,1.045650486,1.045650486
New South Wales,NSW,Newcastle and Lake Macquarie,382537,8,2020,2020-8,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,8,2021,2021-8,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,9,2015,2015-9,2,2,0.522825243,0.522825243
New South Wales,NSW,Newcastle and Lake Macquarie,382537,9,2017,2017-9,1,2,0.261412622,0.522825243
New South Wales,NSW,Newcastle and Lake Macquarie,382537,9,2018,2018-9,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,10,2015,2015-10,2,2,0.522825243,0.522825243
New South Wales,NSW,Newcastle and Lake Macquarie,382537,10,2016,2016-10,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,10,2017,2017-10,2,2,0.522825243,0.522825243
New South Wales,NSW,Newcastle and Lake Macquarie,382537,10,2018,2018-10,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,10,2019,2019-10,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,10,2020,2020-10,2,2,0.522825243,0.522825243
New South Wales,NSW,Newcastle and Lake Macquarie,382537,11,2015,2015-11,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,11,2016,2016-11,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,11,2017,2017-11,3,4,0.784237865,1.045650486
New South Wales,NSW,Newcastle and Lake Macquarie,382537,11,2019,2019-11,3,3,0.784237865,0.784237865
New South Wales,NSW,Newcastle and Lake Macquarie,382537,11,2020,2020-11,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,12,2015,2015-12,3,3,0.784237865,0.784237865
New South Wales,NSW,Newcastle and Lake Macquarie,382537,12,2016,2016-12,1,1,0.261412622,0.261412622
New South Wales,NSW,Newcastle and Lake Macquarie,382537,12,2017,2017-12,3,3,0.784237865,0.784237865
New South Wales,NSW,Newcastle and Lake Macquarie,382537,12,2020,2020-12,1,1,0.261412622,0.261412622
Victoria,Vic,North West,152207,1,2015,2015-1,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,1,2016,2016-1,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,1,2017,2017-1,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,1,2018,2018-1,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,1,2019,2019-1,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,1,2020,2020-1,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,1,2021,2021-1,4,4,2.628000026,2.628000026
Victoria,Vic,North West,152207,2,2016,2016-2,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,2,2017,2017-2,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,2,2018,2018-2,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,2,2019,2019-2,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,2,2020,2020-2,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,2,2021,2021-2,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,3,2017,2017-3,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,3,2018,2018-3,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,3,2019,2019-3,3,3,1.97100002,1.97100002
Victoria,Vic,North West,152207,3,2020,2020-3,3,3,1.97100002,1.97100002
Victoria,Vic,North West,152207,3,2021,2021-3,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,4,2015,2015-4,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,4,2016,2016-4,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,4,2017,2017-4,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,4,2019,2019-4,3,4,1.97100002,2.628000026
Victoria,Vic,North West,152207,4,2020,2020-4,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,4,2021,2021-4,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,5,2017,2017-5,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,5,2019,2019-5,4,4,2.628000026,2.628000026
Victoria,Vic,North West,152207,5,2020,2020-5,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,6,2015,2015-6,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,6,2016,2016-6,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,6,2018,2018-6,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,6,2019,2019-6,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,7,2015,2015-7,2,3,1.314000013,1.97100002
Victoria,Vic,North West,152207,7,2019,2019-7,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,7,2020,2020-7,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,7,2021,2021-7,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,8,2015,2015-8,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,8,2016,2016-8,4,4,2.628000026,2.628000026
Victoria,Vic,North West,152207,8,2017,2017-8,1,3,0.657000007,1.97100002
Victoria,Vic,North West,152207,8,2018,2018-8,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,8,2020,2020-8,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,8,2021,2021-8,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,9,2015,2015-9,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,9,2016,2016-9,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,9,2019,2019-9,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,9,2020,2020-9,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,10,2015,2015-10,3,3,1.97100002,1.97100002
Victoria,Vic,North West,152207,10,2016,2016-10,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,10,2018,2018-10,2,3,1.314000013,1.97100002
Victoria,Vic,North West,152207,10,2019,2019-10,4,4,2.628000026,2.628000026
Victoria,Vic,North West,152207,10,2020,2020-10,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,11,2015,2015-11,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,11,2016,2016-11,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,11,2017,2017-11,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,11,2019,2019-11,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,11,2020,2020-11,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,12,2015,2015-12,3,4,1.97100002,2.628000026
Victoria,Vic,North West,152207,12,2016,2016-12,3,3,1.97100002,1.97100002
Victoria,Vic,North West,152207,12,2017,2017-12,2,2,1.314000013,1.314000013
Victoria,Vic,North West,152207,12,2018,2018-12,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,12,2019,2019-12,1,1,0.657000007,0.657000007
Victoria,Vic,North West,152207,12,2020,2020-12,2,2,1.314000013,1.314000013
Northern Territory,NT,Northern Territory - Outback,98912,1,2015,2015-1,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,1,2016,2016-1,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,1,2017,2017-1,2,3,2.021999353,3.032999029
Northern Territory,NT,Northern Territory - Outback,98912,1,2018,2018-1,3,3,3.032999029,3.032999029
Northern Territory,NT,Northern Territory - Outback,98912,1,2019,2019-1,3,3,3.032999029,3.032999029
Northern Territory,NT,Northern Territory - Outback,98912,1,2020,2020-1,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,1,2021,2021-1,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,2,2015,2015-2,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,2,2016,2016-2,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,2,2018,2018-2,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,3,2015,2015-3,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,3,2016,2016-3,3,3,3.032999029,3.032999029
Northern Territory,NT,Northern Territory - Outback,98912,3,2018,2018-3,3,5,3.032999029,5.054998382
Northern Territory,NT,Northern Territory - Outback,98912,3,2019,2019-3,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,3,2020,2020-3,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,3,2021,2021-3,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,4,2015,2015-4,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,4,2016,2016-4,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,4,2017,2017-4,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,4,2018,2018-4,3,3,3.032999029,3.032999029
Northern Territory,NT,Northern Territory - Outback,98912,4,2019,2019-4,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,4,2021,2021-4,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,5,2015,2015-5,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,5,2016,2016-5,2,3,2.021999353,3.032999029
Northern Territory,NT,Northern Territory - Outback,98912,5,2018,2018-5,3,3,3.032999029,3.032999029
Northern Territory,NT,Northern Territory - Outback,98912,5,2020,2020-5,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,5,2021,2021-5,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,6,2015,2015-6,5,6,5.054998382,6.065998059
Northern Territory,NT,Northern Territory - Outback,98912,6,2017,2017-6,2,3,2.021999353,3.032999029
Northern Territory,NT,Northern Territory - Outback,98912,6,2018,2018-6,4,4,4.043998706,4.043998706
Northern Territory,NT,Northern Territory - Outback,98912,6,2019,2019-6,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,6,2020,2020-6,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,6,2021,2021-6,4,6,4.043998706,6.065998059
Northern Territory,NT,Northern Territory - Outback,98912,7,2015,2015-7,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,7,2016,2016-7,4,5,4.043998706,5.054998382
Northern Territory,NT,Northern Territory - Outback,98912,7,2017,2017-7,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,7,2018,2018-7,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,7,2019,2019-7,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,7,2020,2020-7,4,4,4.043998706,4.043998706
Northern Territory,NT,Northern Territory - Outback,98912,7,2021,2021-7,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,8,2015,2015-8,3,3,3.032999029,3.032999029
Northern Territory,NT,Northern Territory - Outback,98912,8,2016,2016-8,4,5,4.043998706,5.054998382
Northern Territory,NT,Northern Territory - Outback,98912,8,2018,2018-8,2,3,2.021999353,3.032999029
Northern Territory,NT,Northern Territory - Outback,98912,8,2019,2019-8,2,3,2.021999353,3.032999029
Northern Territory,NT,Northern Territory - Outback,98912,8,2020,2020-8,4,5,4.043998706,5.054998382
Northern Territory,NT,Northern Territory - Outback,98912,8,2021,2021-8,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,9,2018,2018-9,1,2,1.010999676,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,9,2019,2019-9,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,10,2015,2015-10,3,4,3.032999029,4.043998706
Northern Territory,NT,Northern Territory - Outback,98912,10,2016,2016-10,4,4,4.043998706,4.043998706
Northern Territory,NT,Northern Territory - Outback,98912,10,2017,2017-10,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,10,2018,2018-10,5,8,5.054998382,8.087997412
Northern Territory,NT,Northern Territory - Outback,98912,10,2020,2020-10,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,11,2015,2015-11,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,11,2016,2016-11,3,4,3.032999029,4.043998706
Northern Territory,NT,Northern Territory - Outback,98912,11,2018,2018-11,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,11,2020,2020-11,1,1,1.010999676,1.010999676
Northern Territory,NT,Northern Territory - Outback,98912,12,2015,2015-12,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,12,2016,2016-12,2,2,2.021999353,2.021999353
Northern Territory,NT,Northern Territory - Outback,98912,12,2017,2017-12,3,4,3.032999029,4.043998706
Northern Territory,NT,Northern Territory - Outback,98912,12,2018,2018-12,3,3,3.032999029,3.032999029
Northern Territory,NT,Northern Territory - Outback,98912,12,2019,2019-12,4,10,4.043998706,10.10999676
Northern Territory,NT,Northern Territory - Outback,98912,12,2020,2020-12,4,5,4.043998706,5.054998382
Western Australia,WA,Perth - Inner,187107,1,2017,2017-1,1,1,0.534453548,0.534453548
Western Australia,WA,Perth - Inner,187107,2,2019,2019-2,1,1,0.534453548,0.534453548
Western Australia,WA,Perth - Inner,187107,3,2017,2017-3,2,2,1.068907096,1.068907096
Western Australia,WA,Perth - Inner,187107,3,2018,2018-3,2,2,1.068907096,1.068907096
Western Australia,WA,Perth - Inner,187107,4,2017,2017-4,1,1,0.534453548,0.534453548
Western Australia,WA,Perth - Inner,187107,4,2019,2019-4,1,1,0.534453548,0.534453548
Western Australia,WA,Perth - Inner,187107,5,2016,2016-5,1,1,0.534453548,0.534453548
Western Australia,WA,Perth - Inner,187107,5,2019,2019-5,1,1,0.534453548,0.534453548
Western Australia,WA,Perth - Inner,187107,6,2018,2018-6,1,1,0.534453548,0.534453548
Western Australia,WA,Perth - Inner,187107,6,2019,2019-6,1,1,0.534453548,0.534453548
Western Australia,WA,Perth - Inner,187107,7,2016,2016-7,1,1,0.534453548,0.534453548
Western Australia,WA,Perth - Inner,187107,7,2019,2019-7,1,1,0.534453548,0.534453548
Western Australia,WA,Perth - Inner,187107,8,2016,2016-8,2,2,1.068907096,1.068907096
Western Australia,WA,Perth - Inner,187107,8,2019,2019-8,2,2,1.068907096,1.068907096
